Tweet,Tokenized_Tweets,Corrected_Words,Emoji
LUMABAN TAYO MANANALO TAYO hashtagEleksyon2022,"['lumaban', 'tayo', 'mananalo', 'tayo', 'hashtageleksyon2022']","lumaban, mananalo",
Dapat dagdagan na mga upuan sa loob ng presinto Ang hahaba na ng pila base sa reports Ganun din naman dikit dikit din tao sa labas hashtagHalalan2022 hashtagEleksyon2022,"['dapat', 'dagdagan', 'na', 'mga', 'upuan', 'sa', 'loob', 'ng', 'presinto', 'ang', 'hahaba', 'na', 'ng', 'pila', 'base', 'sa', 'reports', 'ganun', 'din', 'naman', 'dikit', 'dikit', 'din', 'tao', 'sa', 'labas', 'hashtaghalalan2022', 'hashtageleksyon2022']","dagdagan, upuan, loob, presinto, hahaba, pila, base, report, ganun, dikit, dikit, tao, labas",
Election Anxiety loudly_crying_face hashtagEleksyon2022 hashtagPHVote,"['election', 'anxiety', 'loudly_crying_face', 'hashtageleksyon2022', 'hashtagphvote']","election, anxiety, loudly_crying_face, hashtagphvote",loudly_crying_face
Damo naman ni may gahulat na manucurista sa sagwa voting center face_with_tears_of_joy rolling_on_the_floor_laughing nail_polish_mediumlight_skin_tone hashtagEleksyon2022,"['damo', 'naman', 'ni', 'may', 'gahulat', 'na', 'manucurista', 'sa', 'sagwa', 'voting', 'center', 'face_with_tears_of_joy', 'rolling_on_the_floor_laughing', 'nail_polish_mediumlight_skin_tone', 'hashtageleksyon2022']","damo, gahulat, manucurista, sagwa, voting, center, face_with_tears_of_joy, rolling_on_the_floor_laughing, nail_polish_mediumlight_skin_tone","face_with_tears_of_joy, rolling_on_the_floor_laughing, nail_polish_mediumlight_skin_tone"
good morning may concern lang po naubusan kasi ng papel yung machine and naipasok na yung balota hindi nakapag print ng receipt and sabi okay na raw yun counted po ba yung boto or need umulit hashtagVotePH hashtagEleksyon2022,"['good', 'morning', 'may', 'concern', 'lang', 'po', 'naubusan', 'kasi', 'ng', 'papel', 'yung', 'machine', 'and', 'naipasok', 'na', 'yung', 'balota', 'hindi', 'nakapag', 'print', 'ng', 'receipt', 'and', 'sabi', 'okay', 'na', 'raw', 'yun', 'counted', 'po', 'ba', 'yung', 'boto', 'or', 'need', 'umulit', 'hashtagvoteph', 'hashtageleksyon2022']","good, morning, concern, naubusan, papel, machine, naipasok, balota, nakapag, print, receipt, raw, yun, counted, boto, umulit, hashtagvoteph",
A CLEAN AND PEACEFUL ELECTION PLEASE folded_hands hashtagHalalan2022 hashtagEleksyon2022,"['a', 'clean', 'and', 'peaceful', 'election', 'please', 'folded_hands', 'hashtaghalalan2022', 'hashtageleksyon2022']","clean, peaceful, election, folded_hands",folded_hands
Nakakagulat face_with_tears_of_joy hashtagEleksyon2022,"['nakakagulat', 'face_with_tears_of_joy', 'hashtageleksyon2022']","nakakagulat, face_with_tears_of_joy",face_with_tears_of_joy
Iba yung maaga bumboto parang mga taong gwaponggwapo at gandangganda sa sarili madali mag move on rolling_on_the_floor_laughing smiling_face_with_sunglasses Yung mahabang kuko parte ng ritwal ko yan pag botohan rolling_on_the_floor_laughing hashtagHalalan2022 hashtagEleksyon2022,"['iba', 'yung', 'maaga', 'bumboto', 'parang', 'mga', 'taong', 'gwaponggwapo', 'at', 'gandangganda', 'sa', 'sarili', 'madali', 'mag', 'move', 'on', 'rolling_on_the_floor_laughing', 'smiling_face_with_sunglasses', 'yung', 'mahabang', 'kuko', 'parte', 'ng', 'ritwal', 'ko', 'yan', 'pag', 'botohan', 'rolling_on_the_floor_laughing', 'hashtaghalalan2022', 'hashtageleksyon2022']","maaga, bumboto, parang, taong, gwaponggwapo, gandangganda, madali, rolling_on_the_floor_laughing, smiling_face_with_sunglasses, mahabang, kuko, parte, ritwal, botohan, rolling_on_the_floor_laughing","rolling_on_the_floor_laughing, smiling_face_with_sunglasses, rolling_on_the_floor_laughing"
TANGINA BILISAN NYO NAMAN MAGSIBOTO MAHABA ANG PILA SA LABAS hahahahahahaha hashtagEleksyon2022,"['tangina', 'bilisan', 'nyo', 'naman', 'magsiboto', 'mahaba', 'ang', 'pila', 'sa', 'labas', 'hahahahahahaha', 'hashtageleksyon2022']","tangina, bilisan, magsiboto, mahaba, pila, labas, hahahahahahaha",
Today is Election Day here in the Philippines I wonder if you guys have some good advice for me on this years election I needed something to motivate me hashtagEleksyon2022,"['today', 'is', 'election', 'day', 'here', 'in', 'the', 'philippines', 'i', 'wonder', 'if', 'you', 'guys', 'have', 'some', 'good', 'advice', 'for', 'me', 'on', 'this', 'years', 'election', 'i', 'needed', 'something', 'to', 'motivate', 'me', 'hashtageleksyon2022']","today, election, day, philippine, guy, good, advice, year, election, needed, motivate",
Replying to done voting hashtagEleksyon2022,"['replying', 'to', 'done', 'voting', 'hashtageleksyon2022']","replying, voting",
Isa sa pinakamalaking voting center sa Guimbal Iloilo untiunti nang dinaragsa ng mga botante health protocols mahigpit na ipinatutupad via Sevein Hope Gegantoca Super Radyo Iloilo hashtagEleksyon2022,"['isa', 'sa', 'pinakamalaking', 'voting', 'center', 'sa', 'guimbal', 'iloilo', 'untiunti', 'nang', 'dinaragsa', 'ng', 'mga', 'botante', 'health', 'protocols', 'mahigpit', 'na', 'ipinatutupad', 'via', 'sevein', 'hope', 'gegantoca', 'super', 'radyo', 'iloilo', 'hashtageleksyon2022']","pinakamalaking, voting, center, guimbal, iloilo, untiunti, dinaragsa, botante, health, protocol, mahigpit, ipinatutupad, sevein, hope, gegantoca, super, radyo, iloilo",
Napalo na na10 growing_heart hashtagEleksyon2022,"['napalo', 'na', 'na10', 'growing_heart', 'hashtageleksyon2022']","napalo, na, growing_heart",growing_heart
VOTE WISELY hashtagEleksyon2022,"['vote', 'wisely', 'hashtageleksyon2022']","vote, wisely",
Vote Wisely to all my Filo moots and to all of the Filipinos hashtagEleksyon2022,"['vote', 'wisely', 'to', 'all', 'my', 'filipino', 'mutuals', 'and', 'to', 'all', 'of', 'the', 'filipinos', 'hashtageleksyon2022']","vote, wisely, filipino, mutuals, filipino",
Today is the Dday make sure niyo yung shade na iboboto niyo Walang tulugan hashtagEleksyon2022 hashtagEleksyon2022PH,"['today', 'is', 'the', 'dday', 'make', 'sure', 'niyo', 'yung', 'shade', 'na', 'iboboto', 'niyo', 'walang', 'tulugan', 'hashtageleksyon2022', 'hashtageleksyon2022ph']","today, dday, shade, iboboto, tulugan, hashtageleksyonph",
Lord please ibigay niyo na ito sa amin Ayoko pong mag abroad loudly_crying_face hashtagEleksyon2022,"['lord', 'please', 'ibigay', 'niyo', 'na', 'ito', 'sa', 'amin', 'ayoko', 'pong', 'mag', 'abroad', 'loudly_crying_face', 'hashtageleksyon2022']","lord, ibigay, ayoko, pong, abroad, loudly_crying_face",loudly_crying_face
You can male your own kodigo on this link This is mine hashtagHalalan2022 hashtagEleksyon2022,"['you', 'can', 'male', 'your', 'own', 'kodigo', 'on', 'this', 'link', 'this', 'is', 'mine', 'hashtaghalalan2022', 'hashtageleksyon2022']","male, kodigo, link",
hashtagLetLeniKikoLead flexed_biceps sparkling_heart cherry_blossom hashtagEleksyon2022,"['hashtagletlenikikolead', 'flexed_biceps', 'sparkling_heart', 'cherry_blossom', 'hashtageleksyon2022']","hashtagletlenikikolead, flexed_biceps, sparkling_heart, cherry_blossom","flexed_biceps, sparkling_heart, cherry_blossom"
good morning please VOTE and vote wisely hashtagHalalan2022 hashtagEleksyon2022,"['good', 'morning', 'please', 'vote', 'and', 'vote', 'wisely', 'hashtaghalalan2022', 'hashtageleksyon2022']","good, morning, vote, vote, wisely",
Sino ang iboboto ko Ang iboboto ko ay ang kandidatong sa tingin ko ay may magagawa para sa ating bayan Hindi ako magpapadala sa iba dahil sila ang sinasabing mananalo o matatalo Iboboto ko ang kandidatong may napatunayan na hashtagEleksyon2022,"['sino', 'ang', 'iboboto', 'ko', 'ang', 'iboboto', 'ko', 'ay', 'ang', 'kandidatong', 'sa', 'tingin', 'ko', 'ay', 'may', 'magagawa', 'para', 'sa', 'ating', 'bayan', 'hindi', 'ako', 'magpapadala', 'sa', 'iba', 'dahil', 'sila', 'ang', 'sinasabing', 'mananalo', 'o', 'matatalo', 'iboboto', 'ko', 'ang', 'kandidatong', 'may', 'napatunayan', 'na', 'hashtageleksyon2022']","iboboto, iboboto, kandidatong, tingin, magagawa, bayan, magpapadala, sinasabing, mananalo, matatalo, iboboto, kandidatong, napatunayan",
Replying to Now I will be making my vote for myself for the people around me and the hundred million Filipinos Hoping that there will be no more Sandies May God bless us all hashtagHalalan2022 hashtagEleksyon2022,"['replying', 'to', 'now', 'i', 'will', 'be', 'making', 'my', 'vote', 'for', 'myself', 'for', 'the', 'people', 'around', 'me', 'and', 'the', 'hundred', 'million', 'filipinos', 'hoping', 'that', 'there', 'will', 'be', 'no', 'more', 'sandies', 'may', 'god', 'bless', 'us', 'all', 'hashtaghalalan2022', 'hashtageleksyon2022']","replying, making, vote, people, filipino, hoping, sandies, god, bless",
Tanong lang po pwede naman po na anak ang mag shade ng balota ng magulang niya diba Kung hindi kaya ng parents na mag vote As long as kasama mo naman siya hashtagEleksyon2022,"['tanong', 'lang', 'po', 'pwede', 'naman', 'po', 'na', 'anak', 'ang', 'mag', 'shade', 'ng', 'balota', 'ng', 'magulang', 'niya', 'diba', 'kung', 'hindi', 'kaya', 'ng', 'parents', 'na', 'mag', 'vote', 'as', 'long', 'as', 'kasama', 'mo', 'naman', 'siya', 'hashtageleksyon2022']","tanong, pwede, anak, shade, balota, magulang, diba, parent, vote, long, kasama",
Tani may system nga gina separate ang senior citizens and pwd Kaluluoy gid sila ya pramis Gina prioritize man sila tuod pero ang voring area kisa budlay sudlan especially sa mga naka wheelchair hashtagEleksyon2022 hashtagHalalan2022,"['tani', 'may', 'system', 'nga', 'gina', 'separate', 'ang', 'senior', 'citizens', 'and', 'pwd', 'kaluluoy', 'gid', 'sila', 'ya', 'pramis', 'gina', 'prioritize', 'man', 'sila', 'tuod', 'pero', 'ang', 'voring', 'area', 'kisa', 'budlay', 'sudlan', 'especially', 'sa', 'mga', 'naka', 'wheelchair', 'hashtageleksyon2022', 'hashtaghalalan2022']","tani, gina, separate, senior, citizen, pwd, kaluluoy, gid, ya, pramis, gina, prioritize, man, tuod, voring, area, kisa, budlay, sudlan, naka, wheelchair",
Good Morning smiling_face Lets make a wise and good choice not just for today but for the next 6 years of our lives and the country we live in Praying for clean and peaceful Election Day hashtagEleksyon2022 hashtagLeniKikoAllTheWay2022,"['good', 'morning', 'smiling_face', 'lets', 'make', 'a', 'wise', 'and', 'good', 'choice', 'not', 'just', 'for', 'today', 'but', 'for', 'the', 'next', '6', 'years', 'of', 'our', 'lives', 'and', 'the', 'country', 'we', 'live', 'in', 'praying', 'for', 'clean', 'and', 'peaceful', 'election', 'day', 'hashtageleksyon2022', 'hashtaglenikikoalltheway2022']","good, morning, smiling_face, wise, good, choice, today, year, life, country, live, praying, clean, peaceful, election, day, hashtaglenikikoalltheway",smiling_face
manifesting better governance crossed_fingers_mediumlight_skin_tone hashtagEleksyon2022,"['manifesting', 'better', 'governance', 'crossed_fingers_mediumlight_skin_tone', 'hashtageleksyon2022']","manifesting, governance, crossed_fingers_mediumlight_skin_tone",crossed_fingers_mediumlight_skin_tone
Vote wisely PILIPINAS hashtagPHVote hashtagEleksyon2022,"['vote', 'wisely', 'pilipinas', 'hashtagphvote', 'hashtageleksyon2022']","vote, wisely, pilipinas, hashtagphvote",
Done voting folded_hands_light_skin_tone cherry_blossom tulip hashtagEleksyon2022 hashtagHalalan2022,"['done', 'voting', 'folded_hands_light_skin_tone', 'cherry_blossom', 'tulip', 'hashtageleksyon2022', 'hashtaghalalan2022']","voting, folded_hands_light_skin_tone, cherry_blossom, tulip","folded_hands_light_skin_tone, cherry_blossom"
IGOROT VOTE Siblings Nicole Cawed 33 and Igor 31 cast their votes in their traditional attire at the SPED Center in Baguio City today 09 May 2022 More dn hashtag2022NLE hashtagEleksyon2022 hashtagVoteSAFEPilipinas,"['igorot', 'vote', 'siblings', 'nicole', 'cawed', '33', 'and', 'igor', '31', 'cast', 'their', 'votes', 'in', 'their', 'traditional', 'attire', 'at', 'the', 'sped', 'center', 'in', 'baguio', 'city', 'today', '09', 'may', '2022', 'more', 'dn', 'hashtag2022nle', 'hashtageleksyon2022', 'hashtagvotesafepilipinas']","igorot, vote, sibling, nicole, cawed, igor, cast, vote, traditional, attire, sped, center, baguio, city, today, dn, hashtagnle, hashtagvotesafepilipinas",
Iba talaga sa pakiramdam kapag nandoon ka na Lalaban tayo Pilipinas growing_heart tulip hashtagEleksyon2022,"['iba', 'talaga', 'sa', 'pakiramdam', 'kapag', 'nandoon', 'ka', 'na', 'lalaban', 'tayo', 'pilipinas', 'growing_heart', 'tulip', 'hashtageleksyon2022']","pakiramdam, nandoon, lalaban, pilipinas, growing_heart, tulip",growing_heart
hashtagipana7ona10toparasalahat hashtagEleksyon2022,"['hashtagipana7ona10toparasalahat', 'hashtageleksyon2022']",hashtagipanaonatoparasalahat,
oncoming_fist victory_hand red_heart green_heart hashtagEleksyon2022,"['oncoming_fist', 'victory_hand', 'red_heart', 'green_heart', 'hashtageleksyon2022']","oncoming_fist, victory_hand, red_heart, green_heart","oncoming_fist, victory_hand, red_heart, green_heart"
Good luck God bless Philippines Philippines Vote wisely hashtagEleksyon2022 hashtagHalalan2022,"['good', 'luck', 'god', 'bless', 'philippines', 'philippines', 'vote', 'wisely', 'hashtageleksyon2022', 'hashtaghalalan2022']","good, luck, god, bless, philippine, philippine, vote, wisely",
May the God bless our country Philippines hashtagEleksyon2022,"['may', 'the', 'god', 'bless', 'our', 'country', 'philippines', 'hashtageleksyon2022']","god, bless, country, philippine",
Good morning What a fine day to decide our countrys future for the next 6 years Go out and vote hashtagEleksyon2022 hashtagEleksyon2022PH hashtagPiliPinas2022 hashtagTheVote2022,"['good', 'morning', 'what', 'a', 'fine', 'day', 'to', 'decide', 'our', 'countrys', 'future', 'for', 'the', 'next', '6', 'years', 'go', 'out', 'and', 'vote', 'hashtageleksyon2022', 'hashtageleksyon2022ph', 'hashtagpilipinas2022', 'hashtagthevote2022']","good, morning, fine, day, decide, country, future, year, vote, hashtageleksyonph, hashtagpilipinas, hashtagthevote",
Every time I vote my heart beats so fast and like now Im teary eyed again I think I will cry Is this normal Or is it just me Philippines hashtagEleksyon2022,"['every', 'time', 'i', 'vote', 'my', 'heart', 'beats', 'so', 'fast', 'and', 'like', 'now', 'im', 'teary', 'eyed', 'again', 'i', 'think', 'i', 'will', 'cry', 'is', 'this', 'normal', 'or', 'is', 'it', 'just', 'me', 'philippines', 'hashtageleksyon2022']","time, vote, heart, beat, fast, teary, eyed, normal, philippine",
1 hr 30 mins Partida 6am pami nigikan Find your precincts at Comelecs Precinct Finder for faster voting hashtagEleksyon2022 hashtagHalalan2022,"['1', 'hr', '30', 'mins', 'partida', '6am', 'pami', 'nigikan', 'find', 'your', 'precincts', 'at', 'comelecs', 'precinct', 'finder', 'for', 'faster', 'voting', 'hashtageleksyon2022', 'hashtaghalalan2022']","min, partida, am, pami, nigikan, precinct, comelecs, precinct, finder, faster, voting",
God Bless Philippines Philippines hashtagPiliPinas2022 hashtagEleksyon2022 hashtagPhilippineElections2022,"['god', 'bless', 'philippines', 'philippines', 'hashtagpilipinas2022', 'hashtageleksyon2022', 'hashtagphilippineelections2022']","god, bless, philippine, philippine, hashtagpilipinas, hashtagphilippineelections",
Wow Sinisita dito sa amin ang mga may dalang sample ballot at binibigyan silang papel para ilista ung gusto nilang iboto hashtagEleksyon2022,"['wow', 'sinisita', 'dito', 'sa', 'amin', 'ang', 'mga', 'may', 'dalang', 'sample', 'ballot', 'at', 'binibigyan', 'silang', 'papel', 'para', 'ilista', 'ung', 'gusto', 'nilang', 'iboto', 'hashtageleksyon2022']","wow, sinisita, dalang, sample, ballot, binibigyan, silang, papel, ilista, ung, iboto",
praying for safety peace protection and calm during election season purple_heart hashtagEleksyon2022,"['praying', 'for', 'safety', 'peace', 'protection', 'and', 'calm', 'during', 'election', 'season', 'purple_heart', 'hashtageleksyon2022']","praying, safety, peace, protection, calm, election, season, purple_heart",purple_heart
KANINA PA MAY ABERYA SA VCM DI PAREN NAAAYOS hashtagEleksyon2022,"['kanina', 'pa', 'may', 'aberya', 'sa', 'vote_counting_machine', 'di', 'paren', 'naaayos', 'hashtageleksyon2022']","kanina, aberya, vote_counting_machine, paren, naaayos",
protect your votes please and protect yourselves too loudly_crying_face daming rumors ng dayaan na kumakalat kaya plsplspls for the registered voters here stay alert and attentive face_holding_back_tears face_holding_back_tears face_holding_back_tears hashtagEleksyon2022,"['protect', 'your', 'votes', 'please', 'and', 'protect', 'yourselves', 'too', 'loudly_crying_face', 'daming', 'rumors', 'ng', 'dayaan', 'na', 'kumakalat', 'kaya', 'plsplspls', 'for', 'the', 'registered', 'voters', 'here', 'stay', 'alert', 'and', 'attentive', 'face_holding_back_tears', 'face_holding_back_tears', 'face_holding_back_tears', 'hashtageleksyon2022']","protect, vote, protect, loudly_crying_face, daming, rumor, dayaan, kumakalat, plsplspls, registered, voter, stay, alert, attentive, face_holding_back_tears, face_holding_back_tears, face_holding_back_tears","loudly_crying_face, face_holding_back_tears, face_holding_back_tears, face_holding_back_tears"
Replying to hashtagEleksyon2022 to my filo moots who are voting today please stay safe,"['replying', 'to', 'hashtageleksyon2022', 'to', 'my', 'filipino', 'mutuals', 'who', 'are', 'voting', 'today', 'please', 'stay', 'safe']","replying, filipino, mutuals, voting, today, stay, safe",
wahhhh family headed to the precinct in a bit face_holding_back_tears havent felt this scared in a while but im hoping for the best hashtagEleksyon2022,"['wahhhh', 'family', 'headed', 'to', 'the', 'precinct', 'in', 'a', 'bit', 'face_holding_back_tears', 'havent', 'felt', 'this', 'scared', 'in', 'a', 'while', 'but', 'im', 'hoping', 'for', 'the', 'best', 'hashtageleksyon2022']","wahhhh, family, headed, precinct, bit, face_holding_back_tears, havent, felt, scared, hoping",face_holding_back_tears
lord ibigay nyo na samin to folded_hands_light_skin_tone two_hearts hashtagEleksyon2022,"['lord', 'ibigay', 'nyo', 'na', 'samin', 'to', 'folded_hands_light_skin_tone', 'two_hearts', 'hashtageleksyon2022']","lord, ibigay, samin, folded_hands_light_skin_tone, two_hearts","folded_hands_light_skin_tone, two_hearts"
Bagong Kabanata purple_heart hashtagEleksyon2022,"['bagong', 'kabanata', 'purple_heart', 'hashtageleksyon2022']","bagong, kabanata, purple_heart",purple_heart
always praying for a safe clean and just hashtagEleksyon2022,"['always', 'praying', 'for', 'a', 'safe', 'clean', 'and', 'just', 'hashtageleksyon2022']","praying, safe, clean",
Ang tatagal naman bumoto ng mga towwwh Nageexam ba kayo dyaaaarn hashtagEleksyon2022,"['ang', 'tatagal', 'naman', 'bumoto', 'ng', 'mga', 'towwwh', 'nageexam', 'ba', 'kayo', 'dyaaaarn', 'hashtageleksyon2022']","tatagal, bumoto, towwwh, nageexam, dyaaaarn",
Ngayon ko na naramdaman ung kaba bwesit HAHAHAHA hashtagIpana7oNaNa10ToParaSaLahat hashtagEleksyon2022 hashtagHalalan2022 VOTE WISELY,"['ngayon', 'ko', 'na', 'naramdaman', 'ung', 'kaba', 'bwesit', 'hahahaha', 'hashtagipana7onana10toparasalahat', 'hashtageleksyon2022', 'hashtaghalalan2022', 'vote', 'wisely']","naramdaman, ung, kaba, bwesit, hahahaha, hashtagipanaonanatoparasalahat, vote, wisely",
Buong pamilya for LK growing_heart hashtagEleksyon2022,"['buong', 'pamilya', 'for', 'lk', 'growing_heart', 'hashtageleksyon2022']","buong, pamilya, lk, growing_heart",growing_heart
Replying to I trust our teachers naman Pero parang mali May waiver daw na papapirmahan na papayagang iba ang magfeed ng ballot Then 5pm pa daw iaakyat yung mga ballot Then after 7pm pa ifieed sa VCM Ang prone sa pag alter hashtagEleksyon2022,"['replying', 'to', 'i', 'trust', 'our', 'teachers', 'naman', 'pero', 'parang', 'mali', 'may', 'waiver', 'daw', 'na', 'papapirmahan', 'na', 'papayagang', 'iba', 'ang', 'magfeed', 'ng', 'ballot', 'then', '5pm', 'pa', 'daw', 'iaakyat', 'yung', 'mga', 'ballot', 'then', 'after', '7pm', 'pa', 'ifieed', 'sa', 'vote_counting_machine', 'ang', 'prone', 'sa', 'pag', 'alter', 'hashtageleksyon2022']","replying, trust, teacher, parang, mali, waiver, papapirmahan, papayagang, magfeed, ballot, pm, iaakyat, ballot, pm, ifieed, vote_counting_machine, prone, alter",
kinakabahan for todays video hashtagEleksyon2022,"['kinakabahan', 'for', 'todays', 'video', 'hashtageleksyon2022']","kinakabahan, today, video",
Praying and declaring for a clean and honest election folded_hands cherry_blossom hashtagEleksyon2022,"['praying', 'and', 'declaring', 'for', 'a', 'clean', 'and', 'honest', 'election', 'folded_hands', 'cherry_blossom', 'hashtageleksyon2022']","praying, declaring, clean, honest, election, folded_hands, cherry_blossom","folded_hands, cherry_blossom"
FAIR ELECTIONS PO PLEASE LORD SANA PO MANALO SI MAAM LENI ROBREDO AT SI SIR KIKO PANGILINAN loudly_crying_face I prayed instantly when i woke up loudly_crying_face folded_hands hashtagEleksyon2022 hashtagPHVote,"['fair', 'elections', 'po', 'please', 'lord', 'sana', 'po', 'manalo', 'si', 'maam', 'leni', 'robredo', 'at', 'si', 'sir', 'kiko', 'pangilinan', 'loudly_crying_face', 'i', 'prayed', 'instantly', 'when', 'i', 'woke', 'up', 'loudly_crying_face', 'folded_hands', 'hashtageleksyon2022', 'hashtagphvote']","fair, election, lord, manalo, maam, leni, robredo, sir, kiko, pangilinan, loudly_crying_face, prayed, instantly, woke, loudly_crying_face, folded_hands, hashtagphvote","loudly_crying_face, loudly_crying_face, folded_hands"
Vote wisely Pilipinas May the good Lord bless and guide our minds Isipin nyu 6 yrs tayong pagsisilbihan ng mga pulitikong iluloklok natin sa gobyerno Isipin nyu ang bayan natin Philippines hashtagHalalan2022 hashtagEleksyon2022,"['vote', 'wisely', 'pilipinas', 'may', 'the', 'good', 'lord', 'bless', 'and', 'guide', 'our', 'minds', 'isipin', 'nyu', '6', 'yrs', 'tayong', 'pagsisilbihan', 'ng', 'mga', 'pulitikong', 'iluloklok', 'natin', 'sa', 'gobyerno', 'isipin', 'nyu', 'ang', 'bayan', 'natin', 'philippines', 'hashtaghalalan2022', 'hashtageleksyon2022']","vote, wisely, pilipinas, good, lord, bless, guide, mind, isipin, nyu, yr, tayong, pagsisilbihan, pulitikong, iluloklok, gobyerno, isipin, nyu, bayan, philippine",
Yay kasama sa boto ni mother si Chel face_holding_back_tears hashtagEleksyon2022,"['yay', 'kasama', 'sa', 'boto', 'ni', 'mother', 'si', 'chel', 'face_holding_back_tears', 'hashtageleksyon2022']","yay, kasama, boto, mother, chel, face_holding_back_tears",face_holding_back_tears
Power outages have been reported here in Abra Philippines hashtagEleksyon2022,"['power', 'outages', 'have', 'been', 'reported', 'here', 'in', 'abra', 'philippines', 'hashtageleksyon2022']","power, outage, reported, abra, philippine",
Ano beh isang oras nang nasa loob yung mga bumoboto Gulo ng pila mga beh ja hashtagEleksyon2022,"['ano', 'best_friend', 'isang', 'oras', 'nang', 'nasa', 'loob', 'yung', 'mga', 'bumoboto', 'gulo', 'ng', 'pila', 'mga', 'best_friend', 'ja', 'hashtageleksyon2022']","best_friend, oras, loob, bumoboto, gulo, pila, best_friend, ja",
Please Lord folded_hands folded_hands Guide their hearts na bumoto para sa kulay rosas na bukas Grabe na yung anxiety at iyak ko nitong mga nagdaang araw loudly_crying_face loudly_crying_face We need a good and honest government cherry_blossom VP manalo ka please loudly_crying_face hashtagEleksyon2022 hashtagLeniKiko2022 hashtagLeniRobredoForPresident,"['please', 'lord', 'folded_hands', 'folded_hands', 'guide', 'their', 'hearts', 'na', 'bumoto', 'para', 'sa', 'kulay', 'rosas', 'na', 'bukas', 'grabe', 'na', 'yung', 'anxiety', 'at', 'iyak', 'ko', 'nitong', 'mga', 'nagdaang', 'araw', 'loudly_crying_face', 'loudly_crying_face', 'we', 'need', 'a', 'good', 'and', 'honest', 'government', 'cherry_blossom', 'vice_president', 'manalo', 'ka', 'please', 'loudly_crying_face', 'hashtageleksyon2022', 'hashtaglenikiko2022', 'hashtaglenirobredoforpresident']","lord, folded_hands, folded_hands, guide, heart, bumoto, kulay, rosa, bukas, grabe, anxiety, iyak, nitong, nagdaang, araw, loudly_crying_face, loudly_crying_face, good, honest, government, cherry_blossom, vice_president, manalo, loudly_crying_face, hashtaglenikiko, hashtaglenirobredoforpresident","folded_hands, folded_hands, loudly_crying_face, loudly_crying_face, cherry_blossom, loudly_crying_face"
Yes umusad na ang pila mga 3 steps Hahahahuhuhu hashtagParaSaBayan hashtagEleksyon2022,"['yes', 'umusad', 'na', 'ang', 'pila', 'mga', '3', 'steps', 'hahahahuhuhu', 'hashtagparasabayan', 'hashtageleksyon2022']","umusad, pila, step, hahahahuhuhu, hashtagparasabayan",
Grabe na pila Ang init pa Hindi kami gumagalaw Dun pa kami sa green bldg weary_face hashtagEleksyon2022,"['grabe', 'na', 'pila', 'ang', 'init', 'pa', 'hindi', 'kami', 'gumagalaw', 'dun', 'pa', 'kami', 'sa', 'green', 'bldg', 'weary_face', 'hashtageleksyon2022']","grabe, pila, init, gumagalaw, dun, green, bldg, weary_face",weary_face
Today is the day Filo Moodz lets exercise our right to suffrage Remember to vote wisely folded_hands hashtagHalalan2022 hashtagEleksyon2022,"['today', 'is', 'the', 'day', 'filipino', 'moodz', 'lets', 'exercise', 'our', 'right', 'to', 'suffrage', 'remember', 'to', 'vote', 'wisely', 'folded_hands', 'hashtaghalalan2022', 'hashtageleksyon2022']","today, day, filipino, moodz, exercise, suffrage, remember, vote, wisely, folded_hands",folded_hands
THE FUCKING AUDACITY OF THIS GORL TO PLAY A CAMPAIGN MATERIAL habang nasa precinct Nakikita talaga na kaugali mga idolo hashtagEleksyon2022,"['the', 'fucking', 'audacity', 'of', 'this', 'gorl', 'to', 'play', 'a', 'campaign', 'material', 'habang', 'nasa', 'precinct', 'nakikita', 'talaga', 'na', 'kaugali', 'mga', 'idolo', 'hashtageleksyon2022']","fucking, audacity, gorl, play, campaign, material, precinct, nakikita, kaugali, idolo",
This is it Pilipinas Philippines hashtagHalalan2022 hashtagEleksyon2022,"['this', 'is', 'it', 'pilipinas', 'philippines', 'hashtaghalalan2022', 'hashtageleksyon2022']","pilipinas, philippine",
Done Philippines hashtagEleksyon2022 hashtagElection2022PH,"['done', 'philippines', 'hashtageleksyon2022', 'hashtagelection2022ph']",philippine,
Voted for my future hashtagEleksyon2022,"['voted', 'for', 'my', 'future', 'hashtageleksyon2022']","voted, future",
God bless you Madame VP soon to be the president of tje Philippines hashtagEleksyon2022,"['god', 'bless', 'you', 'madame', 'vice_president', 'soon', 'to', 'be', 'the', 'president', 'of', 'tje', 'philippines', 'hashtageleksyon2022']","god, bless, madame, vice_president, president, tje, philippine",
God bless the Philippines folded_hands folded_hands folded_hands hashtagEleksyon2022,"['god', 'bless', 'the', 'philippines', 'folded_hands', 'folded_hands', 'folded_hands', 'hashtageleksyon2022']","god, bless, philippine, folded_hands, folded_hands, folded_hands","folded_hands, folded_hands, folded_hands"
please vote wisely raised_fist_light_skin_tone hashtagEleksyon2022,"['please', 'vote', 'wisely', 'raised_fist_light_skin_tone', 'hashtageleksyon2022']","vote, wisely, raised_fist_light_skin_tone",raised_fist_light_skin_tone
